agency_id,line_id,operational_day,total_trip_count,pass_trip_count,pass_trip_percentage
42,2333,20241025,61,61,1
42,2335,20241025,35,35,1
42,2336,20241025,34,34,1
42,2337,20241025,30,29,0.9666666666666667
42,2502,20241025,6,6,1
42,2504,20241025,6,5,0.8333333333333334
42,2505,20241025,14,12,0.8571428571428571
42,2506,20241025,6,6,1
42,2511,20241025,19,18,0.9473684210526315
42,2513,20241025,18,18,1
42,2515,20241025,51,51,1
42,2516,20241025,9,3,0.3333333333333333
42,2517,20241025,4,4,1
42,2518,20241025,30,30,1
42,2519,20241025,1,1,1
42,2521,20241025,1,1,1
42,2522,20241025,58,58,1
42,2523,20241025,20,20,1
42,2524,20241025,29,29,1
42,2525,20241025,21,21,1
42,2530,20241025,23,22,0.9565217391304348
42,2532,20241025,46,45,0.9782608695652174
42,2533,20241025,23,23,1
42,2534,20241025,12,12,1
42,2535,20241025,6,6,1
42,2536,20241025,21,21,1
42,2537,20241025,48,48,1
42,2538,20241025,12,12,1
42,2539,20241025,17,15,0.8823529411764706
42,2540,20241025,16,16,1
42,2601,20241025,61,61,1
42,2605,20241025,50,50,1
42,2610,20241025,27,27,1
42,2611,20241025,18,18,1
42,2620,20241025,11,11,1
42,2621,20241025,7,7,1
42,2625,20241025,4,4,1
42,2626,20241025,24,24,1
42,2627,20241025,8,8,1
42,2630,20241025,21,21,1
42,2632,20241025,52,51,0.9807692307692307
42,2701,20241025,33,33,1
42,2703,20241025,48,45,0.9375
42,2706,20241025,115,113,0.9826086956521739
42,2708,20241025,114,110,0.9649122807017544
42,2709,20241025,8,8,1
42,2710,20241025,56,55,0.9821428571428571
42,2711,20241025,124,123,0.9919354838709677
42,2713,20241025,57,56,0.9824561403508771
42,2714,20241025,22,18,0.8181818181818182
42,2715,20241025,16,15,0.9375
42,2716,20241025,8,8,1
42,2717,20241025,24,24,1
42,2718,20241025,23,22,0.9565217391304348
42,2719,20241025,28,28,1
42,2720,20241025,34,34,1
42,2722,20241025,70,69,0.9857142857142858
42,2723,20241025,13,13,1
42,2724,20241025,11,11,1
42,2725,20241025,103,102,0.9902912621359223
42,2726,20241025,10,10,1
42,2727,20241025,76,76,1
42,2728,20241025,68,67,0.9852941176470589
42,2729,20241025,75,75,1
42,2730,20241025,84,84,1
42,2731,20241025,32,32,1
42,2733,20241025,22,22,1
42,2734,20241025,23,23,1
42,2735,20241025,23,23,1
42,2736,20241025,59,56,0.9491525423728814
42,2740,20241025,39,39,1
42,2741,20241025,4,4,1
42,2742,20241025,2,2,1
42,2743,20241025,2,2,1
42,2744,20241025,11,11,1
42,2745,20241025,2,2,1
42,2746,20241025,9,9,1
42,2750,20241025,38,38,1
42,2751,20241025,16,16,1
42,2752,20241025,2,2,1
42,2753,20241025,9,9,1
42,2754,20241025,41,40,0.975609756097561
42,2755,20241025,7,6,0.8571428571428571
42,2756,20241025,5,5,1
42,2758,20241025,7,7,1
42,2761,20241025,29,28,0.9655172413793104
42,2762,20241025,30,30,1
42,2764,20241025,77,77,1
42,2765,20241025,11,11,1
42,2768,20241025,2,2,1
42,2769,20241025,176,174,0.9886363636363636
42,2772,20241025,105,105,1
42,2774,20241025,37,36,0.972972972972973
42,2776,20241025,64,62,0.96875
42,2780,20241025,11,11,1
42,2781,20241025,65,65,1
42,2785,20241025,14,14,1
42,2790,20241025,95,79,0.8315789473684211
42,2791,20241025,32,27,0.84375
42,2792,20241025,30,30,1
42,2794,20241025,81,80,0.9876543209876543
42,2795,20241025,65,63,0.9692307692307692
42,2796,20241025,40,40,1
42,2797,20241025,68,66,0.9705882352941176
42,2801,20241025,38,38,1
42,2802,20241025,20,20,1
42,2803,20241025,31,31,1
42,2804,20241025,39,39,1
42,2805,20241025,13,13,1
42,2806,20241025,2,2,1
42,2807,20241025,4,4,1
42,2810,20241025,4,4,1
42,2811,20241025,15,15,1
42,2812,20241025,95,95,1
42,2813,20241025,2,2,1
42,2814,20241025,41,40,0.975609756097561
42,2816,20241025,4,4,1
42,2818,20241025,2,2,1
42,2819,20241025,4,4,1
42,2820,20241025,4,4,1
42,2821,20241025,32,31,0.96875
42,2822,20241025,14,14,1
42,2823,20241025,69,69,1
42,2824,20241025,83,81,0.9759036144578314
42,2830,20241025,2,2,1
42,2831,20241025,79,78,0.9873417721518988
42,2833,20241025,7,7,1
42,2841,20241025,27,27,1
42,2842,20241025,11,11,1
42,2900,20241025,1,1,1
42,2901,20241025,8,8,1
42,2905,20241025,6,6,1
42,2906,20241025,6,5,0.8333333333333334
42,2908,20241025,4,2,0.5
42,2910,20241025,3,2,0.6666666666666666
42,2911,20241025,5,5,1
42,2913,20241025,4,4,1
42,2914,20241025,2,2,1
42,2915,20241025,1,1,1
42,2920,20241025,6,6,1
42,2921,20241025,28,27,0.9642857142857143
42,2926,20241025,9,9,1
42,2927,20241025,24,23,0.9583333333333334
42,2928,20241025,9,9,1
43,3001,20241025,58,39,0.6724137931034483
43,3003,20241025,59,59,1
43,3004,20241025,53,52,0.9811320754716981
43,3005,20241025,16,15,0.9375
43,3006,20241025,26,26,1
43,3007,20241025,61,61,1
43,3008,20241025,24,23,0.9583333333333334
43,3009,20241025,54,53,0.9814814814814815
43,3011,20241025,56,55,0.9821428571428571
43,3012,20241025,76,71,0.9342105263157895
43,3013,20241025,94,92,0.9787234042553191
43,3014,20241025,27,25,0.9259259259259259
43,3015,20241025,20,20,1
43,3017,20241025,64,64,1
43,3018,20241025,4,3,0.75
43,3019,20241025,9,8,0.8888888888888888
43,3020,20241025,18,17,0.9444444444444444
43,3021,20241025,46,44,0.9565217391304348
43,3022,20241025,95,82,0.8631578947368421
43,3023,20241025,52,51,0.9807692307692307
43,3024,20241025,61,60,0.9836065573770492
43,3025,20241025,68,68,1
43,3026,20241025,81,79,0.9753086419753086
43,3027,20241025,51,50,0.9803921568627451
43,3028,20241025,18,18,1
43,3029,20241025,18,16,0.8888888888888888
43,3030,20241025,24,24,1
43,3033,20241025,24,21,0.875
43,3034,20241025,37,37,1
43,3037,20241025,18,18,1
43,3038,20241025,44,42,0.9545454545454546
43,3040,20241025,65,58,0.8923076923076924
43,3041,20241025,52,52,1
43,3101,20241025,103,103,1
43,3103,20241025,70,70,1
43,3104,20241025,34,34,1
43,3105,20241025,90,86,0.9555555555555556
43,3106,20241025,21,20,0.9523809523809523
43,3107,20241025,34,32,0.9411764705882353
43,3108,20241025,103,103,1
43,3109,20241025,8,8,1
43,3110,20241025,15,14,0.9333333333333333
43,3111,20241025,77,76,0.987012987012987
43,3112,20241025,82,82,1
43,3113,20241025,85,85,1
43,3114,20241025,36,36,1
43,3116,20241025,49,46,0.9387755102040817
43,3118,20241025,52,52,1
43,3119,20241025,45,45,1
43,3120,20241025,16,16,1
43,3121,20241025,30,29,0.9666666666666667
43,3201,20241025,13,13,1
43,3202,20241025,2,2,1
43,3203,20241025,8,8,1
43,3204,20241025,10,9,0.9
43,3205,20241025,6,6,1
43,3206,20241025,3,2,0.6666666666666666
43,3207,20241025,10,10,1
43,3208,20241025,14,14,1
43,3209,20241025,8,8,1
43,3210,20241025,7,7,1
43,3211,20241025,13,13,1
43,3212,20241025,9,9,1
43,3213,20241025,14,13,0.9285714285714286
43,3214,20241025,11,11,1
43,3215,20241025,9,9,1
43,3216,20241025,10,10,1
43,3217,20241025,11,11,1
43,3218,20241025,10,10,1
43,3220,20241025,20,20,1
43,3221,20241025,20,20,1
43,3222,20241025,27,23,0.8518518518518519
43,3502,20241025,1,1,1
43,3503,20241025,28,28,1
43,3504,20241025,54,54,1
43,3505,20241025,19,19,1
43,3506,20241025,68,64,0.9411764705882353
43,3507,20241025,44,44,1
43,3508,20241025,76,75,0.9868421052631579
43,3509,20241025,16,16,1
43,3510,20241025,9,7,0.7777777777777778
43,3511,20241025,8,8,1
43,3512,20241025,60,58,0.9666666666666667
43,3513,20241025,58,57,0.9827586206896551
43,3514,20241025,34,34,1
43,3515,20241025,54,54,1
43,3516,20241025,58,58,1
43,3517,20241025,59,58,0.9830508474576272
43,3518,20241025,12,12,1
43,3521,20241025,68,67,0.9852941176470589
43,3523,20241025,30,30,1
43,3524,20241025,30,28,0.9333333333333333
43,3525,20241025,54,54,1
43,3526,20241025,80,79,0.9875
43,3527,20241025,8,8,1
43,3528,20241025,10,10,1
43,3535,20241025,8,8,1
43,3536,20241025,30,29,0.9666666666666667
43,3540,20241025,10,10,1
43,3541,20241025,21,20,0.9523809523809523
43,3543,20241025,14,13,0.9285714285714286
43,3544,20241025,13,13,1
43,3545,20241025,17,17,1
43,3546,20241025,14,13,0.9285714285714286
43,3547,20241025,16,15,0.9375
43,3548,20241025,6,6,1
43,3549,20241025,15,15,1
43,3601,20241025,42,42,1
43,3605,20241025,26,26,1
43,3615,20241025,30,30,1
43,3620,20241025,95,94,0.9894736842105263
43,3625,20241025,8,8,1
43,3626,20241025,34,33,0.9705882352941176
43,3635,20241025,21,21,1
43,3641,20241025,3,3,1
43,3642,20241025,24,23,0.9583333333333334
43,3701,20241025,50,48,0.96
43,3702,20241025,43,42,0.9767441860465116
43,3703,20241025,73,73,1
43,3704,20241025,30,30,1
43,3705,20241025,56,56,1
43,3706,20241025,12,12,1
43,3708,20241025,12,11,0.9166666666666666
43,3709,20241025,16,16,1
43,3710,20241025,82,82,1
43,3711,20241025,26,26,1
43,3715,20241025,40,39,0.975
43,3716,20241025,47,45,0.9574468085106383
43,3717,20241025,55,55,1
43,3720,20241025,2,2,1
43,3721,20241025,51,51,1
44,4521,20241025,19,19,1
44,4513,20241025,9,9,1
44,4514,20241025,19,19,1
44,4512,20241025,63,59,0.9365079365079365
44,4515,20241025,8,8,1
44,4503,20241025,8,6,0.75
44,4524,20241025,13,11,0.8461538461538461
44,4530,20241025,9,9,1
44,4520,20241025,3,3,1
44,4522,20241025,3,3,1
44,4525,20241025,4,4,1
44,4523,20241025,2,2,1
44,4516,20241025,22,22,1
44,4540,20241025,19,19,1
44,4531,20241025,19,19,1
44,4517,20241025,2,2,1
44,4532,20241025,15,13,0.8666666666666667
44,4545,20241025,4,4,1
44,4542,20241025,16,16,1
44,4543,20241025,16,15,0.9375
44,4548,20241025,5,5,1
44,4541,20241025,2,2,1
44,4546,20241025,5,5,1
44,4560,20241025,36,32,0.8888888888888888
44,4544,20241025,16,13,0.8125
44,4550,20241025,6,5,0.8333333333333334
44,4552,20241025,6,6,1
44,4551,20241025,21,18,0.8571428571428571
44,4549,20241025,6,5,0.8333333333333334
44,4562,20241025,72,67,0.9305555555555556
44,4600,20241025,100,99,0.99
44,4611,20241025,21,21,1
44,4602,20241025,65,59,0.9076923076923077
44,4610,20241025,4,4,1
44,4604,20241025,26,25,0.9615384615384616
44,4612,20241025,17,17,1
44,4621,20241025,30,30,1
44,4632,20241025,25,25,1
44,4701,20241025,120,113,0.9416666666666667
44,4620,20241025,12,10,0.8333333333333334
44,4641,20241025,17,15,0.8823529411764706
44,4702,20241025,96,96,1
44,4704,20241025,44,44,1
44,4705,20241025,75,75,1
44,4706,20241025,41,41,1
44,4905,20241025,9,9,1
44,4725,20241025,55,53,0.9636363636363636
44,4710,20241025,55,53,0.9636363636363636
44,4707,20241025,22,22,1
44,4720,20241025,72,66,0.9166666666666666
44,4715,20241025,6,6,1
44,4730,20241025,26,22,0.8461538461538461
44,4901,20241025,11,11,1
44,4906,20241025,4,4,1
44,4001,20241025,15,15,1
44,4205,20241025,11,10,0.9090909090909091
44,4102,20241025,20,20,1
44,4101,20241025,4,4,1
44,4206,20241025,5,4,0.8
44,4212,20241025,3,3,1
44,4304,20241025,10,9,0.9
44,4425,20241025,2,2,1
44,4002,20241025,9,9,1
44,4711,20241025,3,3,1
44,4312,20241025,18,18,1
44,4106,20241025,6,6,1
44,4202,20241025,9,9,1
44,4208,20241025,4,4,1
44,4422,20241025,43,40,0.9302325581395349
44,4303,20241025,9,8,0.8888888888888888
44,4432,20241025,24,20,0.8333333333333334
44,4107,20241025,7,7,1
44,4207,20241025,11,11,1
44,4301,20241025,5,5,1
44,4427,20241025,27,23,0.8518518518518519
44,4311,20241025,6,6,1
44,4105,20241025,7,7,1
44,4902,20241025,3,3,1
44,4310,20241025,7,7,1
44,4104,20241025,8,8,1
44,4307,20241025,22,19,0.8636363636363636
44,4308,20241025,11,9,0.8181818181818182
44,4426,20241025,67,61,0.9104477611940298
44,4103,20241025,15,14,0.9333333333333333
44,4430,20241025,16,11,0.6875
44,4431,20241025,17,12,0.7058823529411765
44,4401,20241025,24,19,0.7916666666666666
44,4403,20241025,78,70,0.8974358974358975
44,4302,20241025,6,6,1
44,4203,20241025,43,41,0.9534883720930233
44,4322,20241025,18,18,1
44,4305,20241025,19,17,0.8947368421052632
44,4313,20241025,6,6,1
44,4204,20241025,18,18,1
44,4321,20241025,18,16,0.8888888888888888
44,4433,20241025,2,2,1
44,4428,20241025,24,24,1
44,4429,20241025,24,22,0.9166666666666666
44,4211,20241025,3,3,1
44,4435,20241025,12,11,0.9166666666666666
44,4402,20241025,8,8,1
44,4320,20241025,12,10,0.8333333333333334
44,4434,20241025,24,20,0.8333333333333334
44,4437,20241025,36,34,0.9444444444444444
44,4404,20241025,38,34,0.8947368421052632
44,4406,20241025,26,24,0.9230769230769231
44,4436,20241025,53,45,0.8490566037735849
44,4438,20241025,56,48,0.8571428571428571
44,4410,20241025,27,27,1
44,4412,20241025,53,46,0.8679245283018868
44,4407,20241025,5,5,1
44,4439,20241025,18,18,1
44,4409,20241025,32,29,0.90625
44,4440,20241025,8,8,1
44,4441,20241025,53,45,0.8490566037735849
44,4442,20241025,6,6,1
44,4417,20241025,4,4,1
44,4415,20241025,11,10,0.9090909090909091
44,4443,20241025,12,9,0.75
44,4421,20241025,34,29,0.8529411764705882
44,4452,20241025,5,5,1
44,4465,20241025,2,2,1
44,4453,20241025,2,2,1
44,4414,20241025,4,3,0.75
44,4501,20241025,46,44,0.9565217391304348
44,4464,20241025,9,7,0.7777777777777778
44,4451,20241025,7,7,1
44,4416,20241025,5,4,0.8
44,4463,20241025,9,8,0.8888888888888888
44,4472,20241025,6,5,0.8333333333333334
44,4468,20241025,2,2,1
44,4466,20241025,1,1,1
44,4467,20241025,1,1,1
44,4482,20241025,15,14,0.9333333333333333
44,4504,20241025,48,44,0.9166666666666666
44,4419,20241025,2,2,1
44,4420,20241025,19,16,0.8421052631578947
44,4481,20241025,15,11,0.7333333333333333
41,1001,20241026,24,19,0.7916666666666666
41,1002,20241026,8,7,0.875
41,1003,20241026,40,39,0.975
41,1005,20241026,66,64,0.9696969696969697
41,1006,20241026,8,7,0.875
41,1008,20241026,11,0,0
41,1009,20241026,8,6,0.75
41,1011,20241026,8,7,0.875
41,1012,20241026,11,0,0
41,1014,20241026,16,16,1
41,1015,20241026,12,11,0.9166666666666666
41,1101,20241026,16,16,1
41,1103,20241026,51,51,1
41,1105,20241026,25,21,0.84
41,1106,20241026,10,7,0.7
41,1107,20241026,17,17,1
41,1115,20241026,12,12,1
41,1119,20241026,28,26,0.9285714285714286
41,1120,20241026,74,74,1
41,1124,20241026,14,14,1
41,1204,20241026,15,14,0.9333333333333333
41,1205,20241026,27,27,1
41,1206,20241026,24,23,0.9583333333333334
41,1209,20241026,40,40,1
41,1210,20241026,12,11,0.9166666666666666
41,1211,20241026,52,48,0.9230769230769231
41,1212,20241026,77,75,0.974025974025974
41,1213,20241026,21,21,1
41,1215,20241026,18,17,0.9444444444444444
41,1216,20241026,14,14,1
41,1217,20241026,27,27,1
41,1218,20241026,57,45,0.7894736842105263
41,1219,20241026,43,33,0.7674418604651163
41,1220,20241026,18,18,1
41,1221,20241026,22,21,0.9545454545454546
41,1222,20241026,23,23,1
41,1223,20241026,34,34,1
41,1224,20241026,19,19,1
41,1226,20241026,28,28,1
41,1228,20241026,13,13,1
41,1229,20241026,24,24,1
41,1230,20241026,21,15,0.7142857142857143
41,1232,20241026,13,11,0.8461538461538461
41,1234,20241026,15,15,1
41,1235,20241026,27,27,1
41,1236,20241026,26,26,1
41,1240,20241026,16,16,1
41,1241,20241026,22,21,0.9545454545454546
41,1242,20241026,19,16,0.8421052631578947
41,1245,20241026,28,28,1
41,1247,20241026,12,12,1
41,1248,20241026,32,32,1
41,1249,20241026,26,26,1
41,1250,20241026,16,16,1
41,1251,20241026,50,47,0.94
41,1252,20241026,41,39,0.9512195121951219
41,1253,20241026,35,34,0.9714285714285714
41,1254,20241026,27,25,0.9259259259259259
41,1255,20241026,12,12,1
41,1501,20241026,15,14,0.9333333333333333
41,1502,20241026,66,66,1
41,1504,20241026,29,28,0.9655172413793104
41,1506,20241026,18,18,1
41,1507,20241026,22,22,1
41,1508,20241026,16,16,1
41,1509,20241026,18,16,0.8888888888888888
41,1510,20241026,30,22,0.7333333333333333
41,1511,20241026,10,10,1
41,1512,20241026,14,14,1
41,1513,20241026,6,6,1
41,1514,20241026,38,34,0.8947368421052632
41,1515,20241026,65,60,0.9230769230769231
41,1516,20241026,15,15,1
41,1517,20241026,16,14,0.875
41,1518,20241026,54,50,0.9259259259259259
41,1519,20241026,37,32,0.8648648648648649
41,1520,20241026,11,10,0.9090909090909091
41,1521,20241026,3,3,1
41,1523,20241026,46,45,0.9782608695652174
41,1524,20241026,11,11,1
41,1525,20241026,39,39,1
41,1527,20241026,27,26,0.9629629629629629
41,1528,20241026,16,16,1
41,1529,20241026,24,24,1
41,1530,20241026,6,6,1
41,1601,20241026,28,27,0.9642857142857143
41,1603,20241026,16,15,0.9375
41,1604,20241026,55,54,0.9818181818181818
41,1606,20241026,28,28,1
41,1608,20241026,33,33,1
41,1610,20241026,67,67,1
41,1612,20241026,17,15,0.8823529411764706
41,1613,20241026,14,14,1
41,1614,20241026,31,29,0.9354838709677419
41,1615,20241026,16,16,1
41,1617,20241026,4,4,1
41,1622,20241026,38,30,0.7894736842105263
41,1623,20241026,31,31,1
41,1624,20241026,48,47,0.9791666666666666
41,1625,20241026,37,36,0.972972972972973
41,1628,20241026,9,9,1
41,1629,20241026,27,27,1
41,1630,20241026,13,13,1
41,1631,20241026,21,21,1
41,1632,20241026,14,14,1
41,1633,20241026,17,17,1
41,1634,20241026,12,12,1
41,1635,20241026,20,19,0.95
41,1636,20241026,22,21,0.9545454545454546
41,1637,20241026,12,11,0.9166666666666666
41,1638,20241026,35,32,0.9142857142857143
41,1703,20241026,59,59,1
41,1704,20241026,34,24,0.7058823529411765
41,1706,20241026,66,66,1
41,1707,20241026,65,63,0.9692307692307692
41,1708,20241026,8,8,1
41,1709,20241026,90,88,0.9777777777777777
41,1710,20241026,40,38,0.95
41,1711,20241026,23,22,0.9565217391304348
41,1712,20241026,8,8,1
41,1713,20241026,39,37,0.9487179487179487
41,1714,20241026,67,65,0.9701492537313433
41,1715,20241026,28,26,0.9285714285714286
41,1716,20241026,35,35,1
41,1717,20241026,75,74,0.9866666666666667
41,1718,20241026,14,14,1
41,1719,20241026,16,16,1
41,1721,20241026,75,71,0.9466666666666667
41,1722,20241026,17,17,1
41,1724,20241026,14,14,1
41,1726,20241026,35,35,1
41,1728,20241026,10,8,0.8
41,1730,20241026,8,7,0.875
41,1731,20241026,14,14,1
41,1998,20241026,80,79,0.9875
42,2002,20241026,3,3,1
42,2003,20241026,18,12,0.6666666666666666
42,2006,20241026,7,7,1
42,2008,20241026,3,2,0.6666666666666666
42,2011,20241026,17,14,0.8235294117647058
42,2017,20241026,2,2,1
42,2021,20241026,13,13,1
42,2027,20241026,4,4,1
42,2028,20241026,4,4,1
42,2031,20241026,15,15,1
42,2034,20241026,4,4,1
42,2035,20241026,1,1,1
42,2036,20241026,9,9,1
42,2037,20241026,15,15,1
42,2116,20241026,2,2,1
42,2120,20241026,4,4,1
42,2126,20241026,16,16,1
42,2132,20241026,2,2,1
42,2203,20241026,24,24,1
42,2204,20241026,4,4,1
42,2205,20241026,30,30,1
42,2207,20241026,11,11,1
42,2208,20241026,8,6,0.75
42,2211,20241026,2,2,1
42,2212,20241026,19,19,1
42,2213,20241026,19,19,1
42,2219,20241026,5,5,1
42,2220,20241026,11,11,1
42,2221,20241026,20,20,1
42,2222,20241026,7,6,0.8571428571428571
42,2224,20241026,19,19,1
42,2303,20241026,81,80,0.9876543209876543
42,2306,20241026,17,17,1
42,2309,20241026,13,13,1
42,2310,20241026,25,25,1
42,2317,20241026,28,23,0.8214285714285714
42,2327,20241026,13,13,1
42,2328,20241026,35,35,1
42,2331,20241026,22,22,1
42,2333,20241026,24,24,1
42,2335,20241026,14,14,1
42,2505,20241026,10,9,0.9
42,2513,20241026,11,11,1
42,2516,20241026,24,23,0.9583333333333334
42,2517,20241026,20,20,1
42,2518,20241026,28,28,1
42,2523,20241026,57,57,1
42,2530,20241026,7,7,1
42,2532,20241026,10,10,1
42,2533,20241026,13,13,1
42,2534,20241026,6,6,1
42,2537,20241026,34,34,1
42,2538,20241026,14,14,1
42,2540,20241026,10,8,0.8
42,2605,20241026,24,24,1
42,2610,20241026,30,30,1
42,2611,20241026,25,25,1
42,2620,20241026,4,4,1
42,2621,20241026,16,15,0.9375
42,2626,20241026,14,14,1
42,2701,20241026,7,7,1
42,2702,20241026,70,70,1
42,2703,20241026,31,30,0.967741935483871
42,2706,20241026,26,26,1
42,2708,20241026,78,77,0.9871794871794872
42,2710,20241026,38,38,1
42,2711,20241026,79,78,0.9873417721518988
42,2713,20241026,35,35,1
42,2722,20241026,38,38,1
42,2725,20241026,60,60,1
42,2727,20241026,46,46,1
42,2728,20241026,32,32,1
42,2729,20241026,34,34,1
42,2730,20241026,76,76,1
42,2733,20241026,10,10,1
42,2734,20241026,14,14,1
42,2736,20241026,36,36,1
42,2740,20241026,22,22,1
42,2741,20241026,6,6,1
42,2750,20241026,38,37,0.9736842105263158
42,2751,20241026,9,9,1
42,2753,20241026,9,9,1
42,2754,20241026,28,26,0.9285714285714286
42,2761,20241026,10,10,1
42,2764,20241026,72,72,1
42,2769,20241026,141,140,0.9929078014184397
42,2772,20241026,77,76,0.987012987012987
42,2774,20241026,13,13,1
42,2776,20241026,42,37,0.8809523809523809
42,2780,20241026,32,32,1
42,2782,20241026,12,12,1
42,2785,20241026,2,2,1
42,2790,20241026,71,70,0.9859154929577465
42,2794,20241026,34,30,0.8823529411764706
42,2796,20241026,34,34,1
42,2801,20241026,6,6,1
42,2802,20241026,1,1,1
42,2803,20241026,12,12,1
42,2811,20241026,2,1,0.5
42,2812,20241026,10,10,1
42,2817,20241026,6,6,1
42,2821,20241026,42,41,0.9761904761904762
42,2822,20241026,69,69,1
42,2823,20241026,34,34,1
42,2832,20241026,2,2,1
42,2833,20241026,23,23,1
42,2841,20241026,13,13,1
42,2842,20241026,11,11,1
42,2905,20241026,4,4,1
42,2926,20241026,10,9,0.9
42,2927,20241026,13,13,1
43,3001,20241026,56,44,0.7857142857142857
43,3003,20241026,43,43,1
43,3004,20241026,30,30,1
43,3005,20241026,10,0,0
43,3006,20241026,14,13,0.9285714285714286
43,3007,20241026,26,26,1
43,3008,20241026,16,16,1
43,3009,20241026,25,25,1
43,3011,20241026,36,36,1
43,3012,20241026,51,51,1
43,3013,20241026,62,60,0.967741935483871
43,3014,20241026,21,20,0.9523809523809523
43,3015,20241026,20,18,0.9
43,3017,20241026,32,32,1
43,3019,20241026,8,6,0.75
43,3020,20241026,18,17,0.9444444444444444
43,3021,20241026,24,24,1
43,3022,20241026,74,73,0.9864864864864865
43,3023,20241026,34,34,1
43,3024,20241026,42,42,1
43,3025,20241026,54,54,1
43,3026,20241026,52,47,0.9038461538461539
43,3027,20241026,17,17,1
43,3028,20241026,17,15,0.8823529411764706
43,3029,20241026,18,15,0.8333333333333334
43,3030,20241026,18,18,1
43,3033,20241026,12,12,1
43,3034,20241026,25,23,0.92
43,3037,20241026,18,15,0.8333333333333334
43,3038,20241026,24,23,0.9583333333333334
43,3040,20241026,37,37,1
43,3041,20241026,32,32,1
43,3101,20241026,64,60,0.9375
43,3103,20241026,42,42,1
43,3104,20241026,20,20,1
43,3105,20241026,68,68,1
43,3108,20241026,64,60,0.9375
43,3109,20241026,8,8,1
43,3110,20241026,6,6,1
43,3111,20241026,32,32,1
43,3112,20241026,64,63,0.984375
43,3113,20241026,65,65,1
43,3114,20241026,26,25,0.9615384615384616
43,3118,20241026,12,12,1
43,3119,20241026,22,22,1
43,3120,20241026,12,12,1
43,3201,20241026,9,9,1
43,3203,20241026,4,4,1
43,3204,20241026,3,3,1
43,3205,20241026,6,6,1
43,3208,20241026,8,8,1
43,3210,20241026,8,8,1
43,3212,20241026,3,2,0.6666666666666666
43,3213,20241026,6,6,1
43,3218,20241026,8,7,0.875
43,3220,20241026,15,15,1
43,3221,20241026,2,1,0.5
43,3222,20241026,12,12,1
43,3502,20241026,15,15,1
43,3503,20241026,28,27,0.9642857142857143
43,3504,20241026,30,30,1
43,3505,20241026,11,11,1
43,3506,20241026,38,38,1
43,3507,20241026,31,30,0.967741935483871
43,3508,20241026,53,53,1
43,3509,20241026,17,17,1
43,3510,20241026,7,7,1
43,3511,20241026,8,8,1
43,3512,20241026,44,41,0.9318181818181818
43,3513,20241026,44,44,1
43,3514,20241026,21,21,1
43,3515,20241026,30,30,1
43,3516,20241026,36,36,1
43,3517,20241026,22,21,0.9545454545454546
43,3521,20241026,27,27,1
43,3523,20241026,3,3,1
43,3524,20241026,20,20,1
43,3525,20241026,38,33,0.868421052631579
43,3526,20241026,40,40,1
43,3535,20241026,4,4,1
43,3536,20241026,20,20,1
43,3541,20241026,10,8,0.8
43,3544,20241026,4,4,1
43,3545,20241026,9,9,1
43,3549,20241026,4,4,1
43,3620,20241026,66,66,1
43,3626,20241026,16,16,1
43,3635,20241026,13,13,1
43,3642,20241026,14,14,1
43,3703,20241026,61,60,0.9836065573770492
43,3705,20241026,30,29,0.9666666666666667
43,3706,20241026,12,11,0.9166666666666666
43,3708,20241026,12,11,0.9166666666666666
43,3710,20241026,66,66,1
43,3715,20241026,14,14,1
43,3716,20241026,24,24,1
43,3717,20241026,32,32,1
43,3721,20241026,20,20,1
44,4521,20241026,8,8,1
44,4513,20241026,8,8,1
44,4514,20241026,8,8,1
44,4515,20241026,2,2,1
44,4512,20241026,27,27,1
44,4524,20241026,9,9,1
44,4516,20241026,12,12,1
44,4540,20241026,7,6,0.8571428571428571
44,4531,20241026,4,4,1
44,4542,20241026,12,12,1
44,4543,20241026,3,3,1
44,4544,20241026,4,4,1
44,4551,20241026,6,6,1
44,4600,20241026,54,53,0.9814814814814815
44,4562,20241026,36,36,1
44,4602,20241026,38,38,1
44,4604,20241026,8,8,1
44,4612,20241026,9,9,1
44,4621,20241026,12,12,1
44,4632,20241026,11,11,1
44,4701,20241026,67,67,1
44,4702,20241026,44,43,0.9772727272727273
44,4704,20241026,21,21,1
44,4705,20241026,44,44,1
44,4706,20241026,8,8,1
44,4905,20241026,2,2,1
44,4725,20241026,42,42,1
44,4710,20241026,17,17,1
44,4707,20241026,6,6,1
44,4720,20241026,38,38,1
44,4715,20241026,6,6,1
44,4901,20241026,8,8,1
44,4001,20241026,13,13,1
44,4102,20241026,10,10,1
44,4002,20241026,9,8,0.8888888888888888
44,4106,20241026,3,3,1
44,4427,20241026,16,14,0.875
44,4730,20241026,26,26,1
44,4107,20241026,3,3,1
44,4207,20241026,8,8,1
44,4103,20241026,4,4,1
44,4401,20241026,12,11,0.9166666666666666
44,4203,20241026,23,23,1
44,4204,20241026,6,6,1
44,4428,20241026,4,4,1
44,4429,20241026,14,14,1
44,4403,20241026,34,34,1
44,4320,20241026,6,6,1
44,4434,20241026,22,22,1
44,4404,20241026,37,36,0.972972972972973
44,4436,20241026,28,28,1
44,4408,20241026,1,1,1
44,4438,20241026,18,18,1
44,4412,20241026,32,32,1
44,4439,20241026,8,8,1
44,4409,20241026,12,12,1
44,4440,20241026,16,16,1
