id,name,lat,lon,A1,A2,A3,A4,is_active,validation_date,Parent Station Name,Parent Station ID,parish_id,parish_name,municipality_id,municipality_name,district_id,district_name,region_id,region_name
P00142,Santa Cruz Damaia (Estação),38.747718,-9.213302,1,0,0,0,,,Santa Cruz Damaia (Estação),I030045,,Águas Livres,1115,Amadora,11,Lisboa,PT170,AML
P00143,Santos (Estação) (A),38.705641,-9.155967,1,0,0,0,,,Santos (Estação),I060136,,Estrela,1106,Lisboa,11,Lisboa,PT170,AML
P00144,Santos (Estação) (B),38.705317,-9.154189,1,0,0,0,,,Santos (Estação),I060136,,Estrela,1106,Lisboa,11,Lisboa,PT170,AML
P00145,Seixal (Cais Fluvial) (A),38.647174,-9.096321,0,0,1,0,,,Seixal (Cais Fluvial),I140099,,"União das freguesias do Seixal, Arrentela e Aldeia de Paio Pires",1510,Seixal,15,Setúbal,PT170,AML
P00146,Seixal (Cais Fluvial) (B),38.646991,-9.096471,0,0,1,0,,,Seixal (Cais Fluvial),I140099,,"União das freguesias do Seixal, Arrentela e Aldeia de Paio Pires",1510,Seixal,15,Setúbal,PT170,AML
P00147,Sesimbra (Terminal),38.446322,-9.099892,0,0,1,0,,,Sesimbra (Terminal),I150101,,Sesimbra (Santiago),1511,Sesimbra,15,Setúbal,PT170,AML
P00148,Sete Rios (Estação) (A),38.741414,-9.167802,1,0,0,0,,,Sete Rios (Estação),I060102,,São Domingos de Benfica,1106,Lisboa,11,Lisboa,PT170,AML
P00149,Sete Rios (Estação) (B),38.742216,-9.167245,1,0,0,0,,,Sete Rios (Estação),I060102,,São Domingos de Benfica,1106,Lisboa,11,Lisboa,PT170,AML
P00150,Sete Rios (Estação) (C),38.742480,-9.167420,1,0,0,0,,,Sete Rios (Estação),I060102,,São Domingos de Benfica,1106,Lisboa,11,Lisboa,PT170,AML
P00151,Setúbal - ITS (Terminal),38.529257,-8.885165,0,0,0,1,,,Setúbal - ITS (Terminal),I160103,,Setúbal (São Sebastião),1512,Setúbal,15,Setúbal,PT170,AML
P00152,Sintra (Estação) (A),38.798897,-9.385415,1,0,0,0,,,Sintra (Estação),I170104,,"União das freguesias de Sintra (Santa Maria e São Miguel, São Martinho e São Pedro de Penaferrim)",1111,Sintra,11,Lisboa,PT170,AML
P00153,Sintra (Estação) (B),38.798363,-9.386568,1,0,0,0,,,Sintra (Estação),I170104,,"União das freguesias de Sintra (Santa Maria e São Miguel, São Martinho e São Pedro de Penaferrim)",1111,Sintra,11,Lisboa,PT170,AML
P00154,Sta Iria da Azóia (Estação) (A),38.841337,-9.080490,0,1,0,0,,,Sta Iria da Azóia (Estação),I060144,,"União das freguesias de Santa Iria de Azoia, São João da Talha e Bobadela",1107,Loures,11,Lisboa,PT170,AML
P00155,Sta Iria da Azóia (Estação) (B),38.841217,-9.081280,0,1,0,0,,,Sta Iria da Azóia (Estação),I060144,,"União das freguesias de Santa Iria de Azoia, São João da Talha e Bobadela",1107,Loures,11,Lisboa,PT170,AML
P00156,Sta Iria da Azóia (Estação) (C),38.841432,-9.081223,0,1,0,0,,,Sta Iria da Azóia (Estação),I060144,,"União das freguesias de Santa Iria de Azoia, São João da Talha e Bobadela",1107,Loures,11,Lisboa,PT170,AML
P00157,Torre das Argolas (Costa da Caparica),38.639835,-9.229961,0,0,1,0,,,Torre das Argolas (Costa da Caparica),I020105,,Costa da Caparica,1503,Almada,15,Setúbal,PT170,AML
P00158,Trafaria (Cais Fluvial),38.674093,-9.231140,0,0,1,0,,,Trafaria (Cais Fluvial),I020106,,União das freguesias de Caparica e Trafaria,1503,Almada,15,Setúbal,PT170,AML
P00159,Universidade (Metro),38.662961,-9.208244,0,0,1,0,,,Universidade (Metro),I020134,,União das freguesias de Caparica e Trafaria,1503,Almada,15,Setúbal,PT170,AML
P00160,Vila Franca de Xira (Estação) (A),38.956198,-8.985570,0,1,0,0,,,Vila Franca de Xira (Estação),I180112,,Vila Franca de Xira,1114,Vila Franca de Xira,11,Lisboa,PT170,AML
P00161,Vila Franca de Xira (Estação) (B),38.956822,-8.984940,0,1,0,0,,,Vila Franca de Xira (Estação),I180112,,Vila Franca de Xira,1114,Vila Franca de Xira,11,Lisboa,PT170,AML
P00162,Vila Franca de Xira (Estação) (C),38.956184,-8.984505,0,1,0,0,,,Vila Franca de Xira (Estação),I180112,,Vila Franca de Xira,1114,Vila Franca de Xira,11,Lisboa,PT170,AML
P00163,Vila Franca de Xira (Estação) (D),38.957339,-8.985857,0,1,0,0,,,Vila Franca de Xira (Estação),I180112,,Vila Franca de Xira,1114,Vila Franca de Xira,11,Lisboa,PT170,AML
